handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
HillaryClinton,.@thedream_us continues to build ladders of opportunity by providing scholarships to DREAMers--a huge milestone: https://t.co/gOE8T2Fmgv,.thedream_us continues to build ladders of opportunity by providing scholarships to DREAMers--a huge milestone: ,14,Positive,True,lorellapraeli,2016-05-11 00:19:56,2016-05-11,00:19:56,en,190,397
realDonaldTrump,"Thank you West Virginia!
#MakeAmericaGreatAgain #Trump2016 https://t.co/iCGcF21fWY",Thank you West Virginia!MakeAmericaGreatAgain Trump2016 ,5,Positive,False,,2016-05-11 00:05:31,2016-05-11,00:05:31,en,7073,20983
HillaryClinton,"Detroit's public schools are in crisis, and we need solutions that include teachers and parents: https://t.co/iIuMyZk6Md -H","Detroit's public schools are in crisis, and we need solutions that include teachers and parents:  -H",16,Negative,False,,2016-05-10 23:34:45,2016-05-10,23:34:45,en,653,1317
HillaryClinton,"If Trump had his way, the federal minimum wage would be $0. https://t.co/gVa1Mlrj3X","If Trump had his way, the federal minimum wage would be $0. ",12,Neutral,False,,2016-05-10 23:08:39,2016-05-10,23:08:39,en,678,1120
HillaryClinton,Cuatro cosas que puedes hacer ahora mismo para evitar una presidencia de Trump. https://t.co/QSUjt6kboI,Cuatro cosas que puedes hacer ahora mismo para evitar una presidencia de Trump. ,13,Neutral,False,,2016-05-10 22:09:21,2016-05-10,22:09:21,es,544,857
HillaryClinton,Donald Trump just selected a white nationalist leader to be a delegate at the @GOP convention. https://t.co/nQ1NFe7cja,Donald Trump just selected a white nationalist leader to be a delegate at the GOP convention. ,16,Neutral,True,TheBriefing2016,2016-05-10 21:07:43,2016-05-10,21:07:43,en,677,639
HillaryClinton,"""Enough is enough. It’s time we make quality child care affordable for all working families."" —Hillary","""Enough is enough. It’s time we make quality child care affordable for all working families."" —Hillary",16,Positive,False,,2016-05-10 20:19:26,2016-05-10,20:19:26,en,951,2732
realDonaldTrump,"LOUISIANA GENERAL ELECTION
Donald Trump vs. Hillary Clinton
#MakeAmericaGreatAgain #Trump2016 https://t.co/74vYOx7dKz",LOUISIANA GENERAL ELECTIONDonald Trump vs. Hillary ClintonMakeAmericaGreatAgain Trump2016 ,8,Neutral,True,DanScavino,2016-05-10 20:15:16,2016-05-10,20:15:16,en,4146,10770
HillaryClinton,"While families are struggling to pay for child care, Donald Trump actually argued that Americans are being paid too much.","While families are struggling to pay for child care, Donald Trump actually argued that Americans are being paid too much.",20,Negative,False,,2016-05-10 20:12:09,2016-05-10,20:12:09,en,968,2271
realDonaldTrump,"OHIO GENERAL ELECTION
Donald Trump vs. Hillary Clinton
#MakeAmericaGreatAgain #Trump2016 https://t.co/0yXQ4SFSLO",OHIO GENERAL ELECTIONDonald Trump vs. Hillary ClintonMakeAmericaGreatAgain Trump2016 ,8,Neutral,True,DanScavino,2016-05-10 20:09:36,2016-05-10,20:09:36,en,4136,10347
HillaryClinton,"A Kentucky parent earning the minimum wage spends 40% of their income on child care.

Let's make sure no family has to spend more than 10%.",A Kentucky parent earning the minimum wage spends 40% of their income on child care.Let's make sure no family has to spend more than 10%.,25,Neutral,False,,2016-05-10 20:05:56,2016-05-10,20:05:56,en,1056,2539
HillaryClinton,"Quality, affordable child care isn't a luxury for the few. It's a necessity that too many Americans are struggling to achieve.","Quality, affordable child care isn't a luxury for the few. It's a necessity that too many Americans are struggling to achieve.",21,Positive,False,,2016-05-10 19:58:47,2016-05-10,19:58:47,en,976,2838
HillaryClinton,Hillary's in Kentucky today talking with families about child care. Tune in to watch live: https://t.co/D1eYgSaIzU https://t.co/9igrQ68nU4,Hillary's in Kentucky today talking with families about child care. Tune in to watch live:  ,15,Positive,False,,2016-05-10 19:53:18,2016-05-10,19:53:18,en,553,1271
realDonaldTrump,The Clintons spend millions on negative ads on me &amp; I can’t tell the truth about her husband? Don’t feel sorry for crooked Hillary!,The Clintons spend millions on negative ads on me &amp; I can’t tell the truth about her husband? Don’t feel sorry for crooked Hillary!,24,Negative,False,,2016-05-10 19:31:30,2016-05-10,19:31:30,en,10940,29585
HillaryClinton,"A woman told Hillary she was fired after losing her baby: ""What happened to you was not only wrong—it's illegal.""
https://t.co/DekJBHSA44","A woman told Hillary she was fired after losing her baby: ""What happened to you was not only wrong—it's illegal.""",20,Negative,False,,2016-05-10 18:56:25,2016-05-10,18:56:25,en,1770,3388
realDonaldTrump,Hillary has bad judgment! https://t.co/LhcIU6kmxs,Hillary has bad judgment! ,4,Negative,False,,2016-05-10 17:39:34,2016-05-10,17:39:34,en,4810,11950
realDonaldTrump,It was so great being in Nebraska last week. Today is the big day--get out and vote!,It was so great being in Nebraska last week. Today is the big day--get out and vote!,17,Positive,False,,2016-05-10 17:13:49,2016-05-10,17:13:49,en,3214,11143
HillaryClinton,One candidate will fight for you. The other will fight for himself. https://t.co/6tEBdzwLx6,One candidate will fight for you. The other will fight for himself. ,12,Negative,True,TheBriefing2016,2016-05-10 16:31:20,2016-05-10,16:31:20,en,626,922
realDonaldTrump,"I look very much forward to meeting w/Paul Ryan &amp; the GOP Party Leadership on Thurs in DC. Together, we will beat the Dems at all levels!","I look very much forward to meeting w/Paul Ryan &amp; the GOP Party Leadership on Thurs in DC. Together, we will beat the Dems at all levels!",27,Positive,False,,2016-05-10 16:18:41,2016-05-10,16:18:41,en,5251,19102
realDonaldTrump,"Via @JTAnews and Jason Greenblatt  ""Donald Trump is a Visionary With Talents Our Country Needs"" @JasonDovEsq   https://t.co/lEGJyAinUh","Via JTAnews and Jason Greenblatt  ""Donald Trump is a Visionary With Talents Our Country Needs"" JasonDovEsq   ",16,Positive,False,,2016-05-10 15:40:23,2016-05-10,15:40:23,en,2799,7818
realDonaldTrump,"WEST VIRGINIA #VoteTrump TODAY!
#MakeAmericaGreatAgain #Trump2016
https://t.co/pndaZjsruy",WEST VIRGINIA VoteTrump TODAY!MakeAmericaGreatAgain Trump2016,5,Neutral,False,,2016-05-10 15:20:24,2016-05-10,15:20:24,en,4212,10718
realDonaldTrump,"NEBRASKA #VoteTrump TODAY!
#MakeAmericaGreatAgain #Trump2016
https://t.co/hGbesTbQci",NEBRASKA VoteTrump TODAY!MakeAmericaGreatAgain Trump2016,4,Neutral,False,,2016-05-10 15:19:11,2016-05-10,15:19:11,en,3372,8955
HillaryClinton,No family should have to pay more than 10% of its income on child care. https://t.co/HDlh3ddbb4,No family should have to pay more than 10% of its income on child care. ,15,Positive,False,,2016-05-10 15:02:06,2016-05-10,15:02:06,en,703,1404
HillaryClinton,"West Virginians, head to the polls today. RT this if you’re voting for Hillary. https://t.co/2ECEOO7DYh","West Virginians, head to the polls today. RT this if you’re voting for Hillary. ",14,Neutral,False,,2016-05-10 14:09:44,2016-05-10,14:09:44,en,1400,3321
realDonaldTrump,It is only the people that were never asked to be VP that tell the press that they will not take the position.,It is only the people that were never asked to be VP that tell the press that they will not take the position.,23,Neutral,False,,2016-05-10 14:03:51,2016-05-10,14:03:51,en,6364,20255
realDonaldTrump,"It was Rosie O'Donnell who ate the cake in the vicious Hillary commercial about me, not Crooked Hillary! @marthamaccallum","It was Rosie O'Donnell who ate the cake in the vicious Hillary commercial about me, not Crooked Hillary! marthamaccallum",19,Negative,False,,2016-05-10 13:57:33,2016-05-10,13:57:33,en,3042,9743
HillaryClinton,"""I would borrow knowing that if the economy crashed, I could make a deal."" —@realDonaldTrump
https://t.co/yXKufwOU6g","""I would borrow knowing that if the economy crashed, I could make a deal."" —realDonaldTrump",15,Neutral,False,,2016-05-10 13:00:04,2016-05-10,13:00:04,en,1283,1721
realDonaldTrump,"Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!","Why does the media, with a strong push from Crooked Hillary, keep pushing the false narrative that I want to raise taxes. Exactly opposite!",24,Positive,False,,2016-05-10 12:57:08,2016-05-10,12:57:08,en,7578,19798
realDonaldTrump,. #RepMikeKelly  Great job on @foxandfriends this morning. Thank you for the nice words!,. RepMikeKelly  Great job on foxandfriends this morning. Thank you for the nice words!,14,Positive,False,,2016-05-10 11:31:57,2016-05-10,11:31:57,en,2286,8630
realDonaldTrump,"Get out and vote Nebraska, we will MAKE AMERICA GREAT AGAIN!","Get out and vote Nebraska, we will MAKE AMERICA GREAT AGAIN!",11,Positive,False,,2016-05-10 10:27:51,2016-05-10,10:27:51,en,4603,13463
realDonaldTrump,"Get out and vote West Virginia, we will MAKE AMERICA GREAT AGAIN!","Get out and vote West Virginia, we will MAKE AMERICA GREAT AGAIN!",12,Positive,False,,2016-05-10 10:20:40,2016-05-10,10:20:40,en,4726,13038
HillaryClinton,"""Trump is floating an insane idea that would tank the American economy."" —@businessinsider https://t.co/ssVajpX6Yf","""Trump is floating an insane idea that would tank the American economy."" —businessinsider ",13,Negative,False,,2016-05-10 02:58:15,2016-05-10,02:58:15,en,1769,2605
realDonaldTrump,"""@RedRising11: 🇺🇸I am a woman &amp; I JUST VOTED FOR @realDonaldTrump #NebraskaPrimary #Trump2016 #TrumpForPresident https://t.co/zgzwxQ92wZ""","""RedRising11: 🇺🇸I am a woman &amp; I JUST VOTED FOR realDonaldTrump NebraskaPrimary Trump2016 TrumpForPresident ",14,Neutral,False,,2016-05-10 02:15:41,2016-05-10,02:15:41,en,4970,15027
HillaryClinton,Americans need a raise. https://t.co/56Ltrh7uxV,Americans need a raise. ,4,Neutral,False,,2016-05-10 01:34:42,2016-05-10,01:34:42,en,1348,3356
HillaryClinton,"Women earn just $0.79 for every $1 men do.

That's a problem for all of us. https://t.co/dG8nh59dHF https://t.co/OpUw08xWOF",Women earn just $0.79 for every $1 men do.That's a problem for all of us.  ,15,Negative,False,,2016-05-09 23:12:09,2016-05-09,23:12:09,en,1610,2934
HillaryClinton,Fitting that America's first conservation success story is now our national mammal. Kudos to @POTUS. https://t.co/4eLHN1ub21,Fitting that America's first conservation success story is now our national mammal. Kudos to POTUS. ,15,Positive,True,johnpodesta,2016-05-09 22:02:17,2016-05-09,22:02:17,en,828,1836
realDonaldTrump,"Thank you Jason Greenblatt @JasonDovEsq ""For Our Children: Let's Elect Donald Trump""  https://t.co/3diVyaiw2Q","Thank you Jason Greenblatt JasonDovEsq ""For Our Children: Let's Elect Donald Trump""  ",12,Positive,False,,2016-05-09 20:50:01,2016-05-09,20:50:01,en,3850,10188
realDonaldTrump,interesting poll results so far (and go vote on https://t.co/0Zv2YvEdRX) https://t.co/BnsRf9GSxC,interesting poll results so far (and go vote on  ,9,Positive,True,greta,2016-05-09 20:35:13,2016-05-09,20:35:13,en,4611,9282
HillaryClinton,"""Applying [Trump's] idea to the United States would destroy the economy."" —@VoxDotCom
https://t.co/ssVajpFvzF","""Applying [Trump's] idea to the United States would destroy the economy."" —VoxDotCom",12,Negative,False,,2016-05-09 19:27:13,2016-05-09,19:27:13,en,1632,2478
HillaryClinton,"""If you have a mother, a wife, a sister, a daughter who is working, it affects you"" —Hillary on equal pay for women: https://t.co/qM16OacO9H","""If you have a mother, a wife, a sister, a daughter who is working, it affects you"" —Hillary on equal pay for women: ",23,Negative,False,,2016-05-09 19:09:39,2016-05-09,19:09:39,en,1170,2542
HillaryClinton,Live on Facebook: Hillary leads a roundtable discussion with working families in Virginia. Watch → https://t.co/qM16OacO9H,Live on Facebook: Hillary leads a roundtable discussion with working families in Virginia. Watch → ,15,Neutral,False,,2016-05-09 18:42:32,2016-05-09,18:42:32,en,392,994
realDonaldTrump,I am lowering taxes far more than any other candidate. Any negotiated increase by Congress to my proposal would still be lower than current!,I am lowering taxes far more than any other candidate. Any negotiated increase by Congress to my proposal would still be lower than current!,24,Negative,False,,2016-05-09 17:21:21,2016-05-09,17:21:21,en,6753,19994
HillaryClinton,"""Making America a more just nation requires honest talk about policies that can lift up those still hurting."" https://t.co/p6q1rNadJb","""Making America a more just nation requires honest talk about policies that can lift up those still hurting."" ",18,Positive,False,,2016-05-09 16:59:17,2016-05-09,16:59:17,en,899,1801
realDonaldTrump,I will have set the all time record in primary votes in the Republican party --despite having to compete against 17 other people!,I will have set the all time record in primary votes in the Republican party --despite having to compete against 17 other people!,23,Positive,False,,2016-05-09 16:59:00,2016-05-09,16:59:00,en,5564,17802
realDonaldTrump,"If I only had 1 person running against me in the primaries like Hillary Clinton, I would have gotten 10 million more votes than she did!","If I only had 1 person running against me in the primaries like Hillary Clinton, I would have gotten 10 million more votes than she did!",26,Positive,False,,2016-05-09 16:57:46,2016-05-09,16:57:46,en,4983,16957
realDonaldTrump,Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat—she had one!,Crooked Hillary Clinton says that she got more primary votes than Donald Trump. But I had 17 people to beat—she had one!,22,Neutral,False,,2016-05-09 16:56:36,2016-05-09,16:56:36,en,5990,18361
HillaryClinton,"When Hillary introduced this innovative preschool program to Arkansas families, it spread across the nation.
https://t.co/d4IJXAURGi","When Hillary introduced this innovative preschool program to Arkansas families, it spread across the nation.",15,Positive,False,,2016-05-09 16:03:20,2016-05-09,16:03:20,en,1829,3211
realDonaldTrump,"#NEPrimary #VoteTrump #Trump2016
https://t.co/ygD2z6EnhY
https://t.co/Z2yVlmHl8o",NEPrimary VoteTrump Trump2016,3,Neutral,False,,2016-05-09 15:15:28,2016-05-09,15:15:28,und,3133,7482
realDonaldTrump,"#WVPrimary #VoteTrump #Trump2016
https://t.co/ihDWRMdy98
https://t.co/VSStoanoDb",WVPrimary VoteTrump Trump2016,3,Neutral,False,,2016-05-09 15:13:26,2016-05-09,15:13:26,und,2973,7141
HillaryClinton,Donald Trump could be our next Commander-in-Chief. Here's who thinks that's a good idea. https://t.co/xykspfpMU5,Donald Trump could be our next Commander-in-Chief. Here's who thinks that's a good idea. ,14,Positive,False,,2016-05-09 13:02:49,2016-05-09,13:02:49,en,906,1334
realDonaldTrump,"""@Valdosta_Monkey: @ChrisCuomo @realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA https://t.co/dFDvYQrN1v""","""Valdosta_Monkey: ChrisCuomo realDonaldTrump  Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA ",13,Negative,False,,2016-05-09 12:17:41,2016-05-09,12:17:41,en,4341,9494
realDonaldTrump,"""@daybastrop @foxandfriends @BretBaier The liars that signed the pledge and now won't support @realDonaldTrump IS the reason they are losers","""daybastrop foxandfriends BretBaier The liars that signed the pledge and now won't support realDonaldTrump IS the reason they are losers",20,Negative,False,,2016-05-09 12:15:04,2016-05-09,12:15:04,en,3544,10198
realDonaldTrump,"""@NathanDWilsonFL: @MariaBartiromo you had a great interview with Donald today! I started watching your show due to Donald Trump.","""NathanDWilsonFL: MariaBartiromo you had a great interview with Donald today! I started watching your show due to Donald Trump.",19,Positive,False,,2016-05-09 12:05:45,2016-05-09,12:05:45,en,1946,7165
realDonaldTrump,Will be interviewed by @MariaBartiromo on @FoxBizAlert  at 7:30 A.M. Enjoy!,Will be interviewed by MariaBartiromo on FoxBizAlert  at 7:30 A.M. Enjoy!,11,Positive,False,,2016-05-09 11:33:14,2016-05-09,11:33:14,en,1173,5568
realDonaldTrump,"""@RichBooth6: @realDonaldTrump @CNN good interview Mr. Trump. You set the facts straight."" Thank you.","""RichBooth6: realDonaldTrump CNN good interview Mr. Trump. You set the facts straight."" Thank you.",14,Positive,False,,2016-05-09 11:24:42,2016-05-09,11:24:42,en,1676,6741
realDonaldTrump,"Wow, I hear @Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!","Wow, I hear Morning_Joe has gone really hostile ever since I said I won't do or watch the show anymore.They misrepresent my positions!",23,Positive,False,,2016-05-09 10:39:12,2016-05-09,10:39:12,en,3480,10676
realDonaldTrump,I will be interviewed on @CNN at 7:00 A.M.,I will be interviewed on CNN at 7:00 A.M.,9,Neutral,False,,2016-05-09 10:27:02,2016-05-09,10:27:02,en,1230,5709
realDonaldTrump,.@drmoore  Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!,.drmoore  Russell Moore is truly a terrible representative of Evangelicals and all of the good they stand for. A nasty guy with no heart!,24,Negative,False,,2016-05-09 10:05:49,2016-05-09,10:05:49,en,2236,7325
realDonaldTrump,"""@mathewjmari: On @FaceTheNation #MattSchlapp was on the ball &amp; #jenniferrubin is in a time warped stupor. @realDonaldTrump will EXPAND #GOP","""mathewjmari: On FaceTheNation MattSchlapp was on the ball &amp; jenniferrubin is in a time warped stupor. realDonaldTrump will EXPAND GOP",20,Positive,False,,2016-05-09 09:49:25,2016-05-09,09:49:25,en,1416,5205
realDonaldTrump,I will be interviewed on @NewDay @CNN at 7:00 A.M.,I will be interviewed on NewDay CNN at 7:00 A.M.,10,Neutral,False,,2016-05-09 09:34:48,2016-05-09,09:34:48,en,1152,5270
realDonaldTrump,I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!,I will win the election against Crooked Hillary despite the people in the Republican Party that are currently and selfishly opposed to me!,23,Positive,False,,2016-05-09 09:32:05,2016-05-09,09:32:05,en,7266,21537
realDonaldTrump,On @seanhannity show @FoxNews now. ENJOY!,On seanhannity show FoxNews now. ENJOY!,6,Positive,False,,2016-05-09 02:04:03,2016-05-09,02:04:03,en,1649,7476
HillaryClinton,Here's what you can do to make sure @realDonaldTrump never reaches the White House: https://t.co/8saCz16aUp,Here's what you can do to make sure realDonaldTrump never reaches the White House: ,14,Positive,False,,2016-05-09 00:41:56,2016-05-09,00:41:56,en,1252,2261
HillaryClinton,"""It's only been an incredible gift."" Hillary talks about becoming a grandmother and watching Chelsea become a mom.
https://t.co/NHuHYM15Q9","""It's only been an incredible gift."" Hillary talks about becoming a grandmother and watching Chelsea become a mom.",18,Neutral,False,,2016-05-08 22:23:02,2016-05-08,22:23:02,en,1996,6126
HillaryClinton,"“Mom measured her own life by how much she was able to help us and serve others."" —Hillary: https://t.co/WYtorlvsIc #MothersDay","“Mom measured her own life by how much she was able to help us and serve others."" —Hillary:  MothersDay",19,Positive,True,HFA,2016-05-08 20:19:19,2016-05-08,20:19:19,en,767,1936
realDonaldTrump,"Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!","Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS, and China on trade, and Mexico at the border. Bad!",27,Negative,False,,2016-05-08 20:15:20,2016-05-08,20:15:20,en,9034,25727
realDonaldTrump,".@KellyannePolls  Kellyanne, you were fantastic on @meetthepress today. Keep going - I will win for the people. MAKE AMERICA GREAT AGAIN!",".KellyannePolls  Kellyanne, you were fantastic on meetthepress today. Keep going - I will win for the people. MAKE AMERICA GREAT AGAIN!",21,Positive,False,,2016-05-08 15:30:47,2016-05-08,15:30:47,en,3239,11379
HillaryClinton,"""She was determined to give me and my brothers opportunities far beyond anything she'd known."" —Hillary on her mom
https://t.co/RdzGIqlhfE","""She was determined to give me and my brothers opportunities far beyond anything she'd known."" —Hillary on her mom",19,Positive,False,,2016-05-08 15:11:24,2016-05-08,15:11:24,en,2416,5834
HillaryClinton,"Happy Mother's Day to Charlotte's mom, and my wonderful daughter, @ChelseaClinton. -H https://t.co/tm3zS1jSRv","Happy Mother's Day to Charlotte's mom, and my wonderful daughter, ChelseaClinton. -H ",12,Positive,False,,2016-05-08 14:02:38,2016-05-08,14:02:38,en,2088,11888
realDonaldTrump,I will be interviewed on @meetthepress this morning. Enjoy!,I will be interviewed on meetthepress this morning. Enjoy!,9,Positive,False,,2016-05-08 13:28:04,2016-05-08,13:28:04,en,1679,8046
realDonaldTrump,I will be interviewed on This Week with George S this morning. Enjoy!,I will be interviewed on This Week with George S this morning. Enjoy!,13,Positive,False,,2016-05-08 13:25:28,2016-05-08,13:25:28,en,1674,7712
realDonaldTrump,"#HappyMothersDay! 
https://t.co/T35f2y5YxR https://t.co/BVSHiG2iPA",HappyMothersDay!  ,1,Neutral,False,,2016-05-08 12:46:07,2016-05-08,12:46:07,und,5176,16792
realDonaldTrump,"""@matandsher: I want a leader that will shoot straight with us. The politicians can't. @realDonaldTrump will give his all for us!","""matandsher: I want a leader that will shoot straight with us. The politicians can't. realDonaldTrump will give his all for us!",21,Negative,False,,2016-05-08 05:57:54,2016-05-08,05:57:54,en,3858,12849
HillaryClinton,New #MadeForHistory designs from @DVF and @evafehren. Get them before they're gone → https://t.co/RzlHZ6LeHO https://t.co/Xkg0TiYNpo,New MadeForHistory designs from DVF and evafehren. Get them before they're gone →  ,13,Neutral,False,,2016-05-08 01:45:53,2016-05-08,01:45:53,en,521,1322
realDonaldTrump,.@EdGoeas thank you for your support tonight on @JudgeJeanine.,.EdGoeas thank you for your support tonight on JudgeJeanine.,9,Positive,False,,2016-05-08 01:29:54,2016-05-08,01:29:54,en,2786,10957
HillaryClinton,".@realDonaldTrump would force all schools to allow guns in classrooms—on his first day in office.

Seriously. https://t.co/snpugpBMoW",.realDonaldTrump would force all schools to allow guns in classrooms—on his first day in office.Seriously. ,15,Positive,False,,2016-05-07 23:13:09,2016-05-07,23:13:09,en,2119,2594
HillaryClinton,.@HillaryClinton on how exciting it is to watch @ChelseaClinton raise daughter Charlotte https://t.co/azKpxtLWeP https://t.co/6OSsRVy7ir,.HillaryClinton on how exciting it is to watch ChelseaClinton raise daughter Charlotte  ,12,Positive,True,people,2016-05-07 22:24:26,2016-05-07,22:24:26,en,692,2098
HillaryClinton,Preguntamos a varios neoyorquinos sobre Donald Trump—y estas fueron sus reacciones. https://t.co/F1nvX17tPt,Preguntamos a varios neoyorquinos sobre Donald Trump—y estas fueron sus reacciones. ,11,Neutral,False,,2016-05-07 19:59:07,2016-05-07,19:59:07,es,426,819
HillaryClinton,"In 1970, Diane Crump rode her way into history at the #KentuckyDerby, becoming the first woman to compete. https://t.co/XKkiNVlXla","In 1970, Diane Crump rode her way into history at the KentuckyDerby, becoming the first woman to compete. ",18,Neutral,False,,2016-05-07 18:04:57,2016-05-07,18:04:57,en,1772,4576
realDonaldTrump,"Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!","Remember when the two failed presidential candidates, Lindsey Graham and Jeb Bush, signed a binding PLEDGE? They broke the deal, no honor!",22,Negative,False,,2016-05-07 17:46:46,2016-05-07,17:46:46,en,9912,27016
HillaryClinton,"Once a Girl Scout, always a Girl Scout.
https://t.co/dbNIwsV6Mq","Once a Girl Scout, always a Girl Scout.",8,Neutral,True,HFA,2016-05-07 16:55:29,2016-05-07,16:55:29,en,1053,2413
realDonaldTrump,I am honored that the great men and women of the @Teamsters have created a movement from within called Teamsters for Trump! Thank you.,I am honored that the great men and women of the Teamsters have created a movement from within called Teamsters for Trump! Thank you.,24,Positive,False,,2016-05-07 15:53:38,2016-05-07,15:53:38,en,7458,22562
realDonaldTrump,"I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! @Teamsters","I am going to keep our jobs in the U.S., and totally rebuild our crumbling infrastructure. Crooked Hillary has no clue! Teamsters",22,Negative,False,,2016-05-07 15:47:00,2016-05-07,15:47:00,en,6804,20079
realDonaldTrump,"Join me in Washington today!
Spokane tickets:
https://t.co/McBZgICMgs
Lynden tickets:
https://t.co/MTu0GEM7Dx https://t.co/C7HhNvO01T",Join me in Washington today!Spokane tickets:Lynden tickets: ,7,Positive,False,,2016-05-07 15:36:17,2016-05-07,15:36:17,en,2717,8698
HillaryClinton,"Son of a Pakistani bus driver, champion of workers' rights and human rights, and now Mayor of London. Congrats, @SadiqKhan. -H","Son of a Pakistani bus driver, champion of workers' rights and human rights, and now Mayor of London. Congrats, SadiqKhan. -H",21,Positive,False,,2016-05-07 14:52:06,2016-05-07,14:52:06,en,11287,19509
HillaryClinton,62 reasons why Donald Trump should never become president (from members of his own party). https://t.co/0gYEctRjSe,62 reasons why Donald Trump should never become president (from members of his own party). ,15,Neutral,False,,2016-05-07 13:51:22,2016-05-07,13:51:22,en,2250,3372
realDonaldTrump,"Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?","Goofy Elizabeth Warren is weak and ineffective. Does nothing. All talk, no action -- maybe her Native American name?",19,Negative,False,,2016-05-07 02:44:54,2016-05-07,02:44:54,en,7221,22212
realDonaldTrump,Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.,Goofy Elizabeth Warren and her phony Native American heritage are on a Twitter rant. She is too easy! I'm driving her nuts.,22,Negative,False,,2016-05-07 02:44:44,2016-05-07,02:44:44,en,7021,21382
HillaryClinton,@JLo thanks for this. Women are so much more than the roles they've been assigned. -H,JLo thanks for this. Women are so much more than the roles they've been assigned. -H,16,Positive,False,,2016-05-07 00:50:09,2016-05-07,00:50:09,en,1802,3653
realDonaldTrump,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,Crooked Hillary Clinton wants completely open borders. Millions of Democrats will run from her over this and support me.,19,Positive,False,,2016-05-07 00:16:31,2016-05-07,00:16:31,en,8604,23177
realDonaldTrump,"Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy.","Just met with courageous family of Sarah Root in Nebraska. Sarah was horribly killed by illegal immigrant, but leaves behind amazing legacy.",22,Positive,False,,2016-05-07 00:14:54,2016-05-07,00:14:54,en,7336,20889
realDonaldTrump,"Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American.","Goofy Elizabeth Warren, Hillary Clinton’s flunky, has a career that is totally based on a lie. She is not Native American.",21,Negative,False,,2016-05-06 23:16:36,2016-05-06,23:16:36,en,6862,19629
realDonaldTrump,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!,Let’s properly check goofy Elizabeth Warren’s records to see if she is Native American. I say she’s a fraud!,19,Negative,False,,2016-05-06 23:16:17,2016-05-06,23:16:17,en,6148,18112
realDonaldTrump,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,I hope corrupt Hillary Clinton chooses goofy Elizabeth Warren as her running mate. I will defeat them both.,18,Neutral,False,,2016-05-06 23:15:58,2016-05-06,23:15:58,en,8413,25183
HillaryClinton,"Substance abuse and drug addiction hurt our kids, friends, neighbors, and loved ones. We've got to solve this.
https://t.co/MmUxHvRHOY","Substance abuse and drug addiction hurt our kids, friends, neighbors, and loved ones. We've got to solve this.",18,Positive,False,,2016-05-06 21:55:12,2016-05-06,21:55:12,en,1515,3179
realDonaldTrump,"Response to @LindseyGrahamSC:
https://t.co/lSDE7LHc95",Response to LindseyGrahamSC:,3,Neutral,False,,2016-05-06 21:01:44,2016-05-06,21:01:44,es,3387,9095
HillaryClinton,"""I get along with everybody."" —@realDonaldTrump

About that...
https://t.co/QHYq3vScho","""I get along with everybody."" —realDonaldTrumpAbout that...",7,Neutral,False,,2016-05-06 20:02:56,2016-05-06,20:02:56,en,5490,7363
HillaryClinton,"Imaginemos un mañana en el que ningún niño crezca bajo las sombras de la discriminación o la deportación.
https://t.co/WKMGJ0kE5k",Imaginemos un mañana en el que ningún niño crezca bajo las sombras de la discriminación o la deportación.,18,Neutral,False,,2016-05-06 19:06:31,2016-05-06,19:06:31,es,929,1724
realDonaldTrump,I hear @JoeNBC of rapidly fading @Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.,I hear JoeNBC of rapidly fading Morning_Joe is pushing hard for a third party candidate to run. This will guarantee a Crooked Hillary win.,24,Positive,False,,2016-05-06 18:25:27,2016-05-06,18:25:27,en,4189,10891
